Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G073900	0.2848	0	0.3278
TraesCS1A02G074200	0	0	0.596
TraesCS1A02G074400	0	0	22.8746
TraesCS1A02G074800	15.653	7.6894	15.144
TraesCS1A02G075000	42.6854	16.9014	0
TraesCS1A02G075100	41.6886	23.8452	0
TraesCS1A02G075600	10.1314	4.0792	10.0214
TraesCS1A02G075700	0	0.018	8.1
TraesCS1A02G076000	11.8826	0.745	0
TraesCS1A02G076100	4.11	3.1988	11.4826
TraesCS1A02G076200	0.0088	0.0138	0.0342
TraesCS1A02G076900	0.035	3.871	0.02
TraesCS1A02G077000	0.0194	0	0.0888
TraesCS1A02G077200	0.0066	0	21.0054
TraesCS1A02G077500	8.2458	6.0894	10.9282
TraesCS1A02G077600	11.4744	0	12.1186
TraesCS1A02G077700	0	1.1182	5.0144
TraesCS1A02G077800	7.7394	5.9798	7.1246
TraesCS1A02G077900	0	0	0
TraesCS1A02G078000	0	0	0
TraesCS1A02G078100	0.015	0.0136	0.0072
TraesCS1A02G078200	0	0.0042	0
TraesCS1A02G078400	0.0038	0	0
TraesCS1A02G078600	0	0	0
TraesCS1A02G078700	0.7714	5.5106	1.6726
TraesCS1A02G078800	1.3842	7.2664	10.6144
TraesCS1A02G078900	0.0062	0.792	10.6144
TraesCS1A02G079300	0.7718	1.8194	0.9798
TraesCS1A02G079400	0.0176	0.0042	0.009
TraesCS1A02G079500	0.0206	0	0
TraesCS1A02G079700	2.6088	14.0234	0
TraesCS1A02G079800	10.998	0	13.5366
TraesCS1A02G080100	3.3382	1.6002	3.9354
TraesCS1A02G080200	18.5778	8.2764	9.6822
TraesCS1A02G080300	5.5638	0	9.3978
TraesCS1A02G080500	0	0.0216	0.291
TraesCS1A02G080600	0.187	0.0216	0
TraesCS1A02G080700	3.5584	0	0.0194
TraesCS1A02G081000	0	0	0
TraesCS1A02G081200	0.4376	0.227	0.635
TraesCS1A02G081300	23.8256	16.2832	0
TraesCS1A02G081400	3.4816	3.825	6.7026
TraesCS1A02G081500	0.402	0.3478	0.0054
TraesCS1A02G082000	1.0618	1.477	3.7676
TraesCS1A02G082200	0.5494	0.5176	0
TraesCS1A02G082500	0.0068	2.8448	4.6314
TraesCS1A02G082600	22.0748	15.6354	0
TraesCS1A02G082700	0	0	0.159
TraesCS1A02G083000	3.678	0	7.8876
TraesCS1A02G083100	0	0.1954	0.5178
TraesCS1A02G083300	0.0718	0	0.1786
TraesCS1A02G083400	87.4526	49.3612	110.0722
TraesCS1A02G083500	23.1078	0.0144	0.008
TraesCS1A02G083600	0	0	0
TraesCS1A02G083700	0	0	0
TraesCS1A02G083800	0	0.0046	0.0224
TraesCS1A02G084000	0.0374	1.3214	0.0208
TraesCS1A02G084100	13.0512	3.2638	12.5534
TraesCS1A02G084200	11.482	10.8448	12.3516
TraesCS1A02G084500	0.8626	0	2.4092
TraesCS1A02G084700	0	0	0
TraesCS1A02G085000	11.9598	0	11.6322
TraesCS1A02G085100	0	0	0
