Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G055800	1.0195	0	0.692
TraesCS1A02G056100	0	0	0
TraesCS1A02G056105	1.2125	1.095	0.0245
TraesCS1A02G056200	0.349	0.5065	0
TraesCS1A02G056400	0.0525	0.0725	0
TraesCS1A02G056500	0	2.862	0
TraesCS1A02G056600	0.4855	0.486	0
TraesCS1A02G056900	0	0	0.0595
TraesCS1A02G057200	1.1835	5.356	0.0355
TraesCS1A02G057300	1.4055	0	0
TraesCS1A02G057400	0.368	0	0.692
TraesCS1A02G057600	0	0	0
TraesCS1A02G057700	1.5205	0.0175	0.455
TraesCS1A02G057900	0.1345	0.461	0.389
TraesCS1A02G058200	2.1615	2.027	0.029
TraesCS1A02G058400	0	0	0.007
TraesCS1A02G058500	4.9265	3.2685	0
TraesCS1A02G058600	0	3.502	0.0115
TraesCS1A02G058700	0.1925	0.6655	0.528
TraesCS1A02G058900	0	0	0.3115
TraesCS1A02G059100	7.174	7.4115	14.718
TraesCS1A02G059800	0.46	0.0135	0.149
TraesCS1A02G059900	0.0445	0.078	0.1075
TraesCS1A02G060100	0.0865	3.5125	2.8895
TraesCS1A02G060600	0	0.3665	0.523
TraesCS1A02G060700	26.248	56.657	0
TraesCS1A02G060900	2.4305	0	0.515
TraesCS1A02G061000	0	0.1315	0
TraesCS1A02G061100	0.6425	0.061	0.8655
TraesCS1A02G061200	0.2775	0.4375	0.8655
TraesCS1A02G061300	0.3805	0.061	0.8655
TraesCS1A02G061400	0	0.022	0
TraesCS1A02G061500	0	0	0
TraesCS1A02G061600	0.072	0	0.0805
TraesCS1A02G061700	0.5205	0	0.0805
TraesCS1A02G062000	0	0.1825	0
TraesCS1A02G062100	14.6925	16.2465	12.985
TraesCS1A02G062200	0	0	0
TraesCS1A02G062400	4.786	0	6.1785
TraesCS1A02G062500	0.0895	0.0525	0.0325
TraesCS1A02G062600	0.062	0	0
TraesCS1A02G062700	0	0.0525	0.0325
TraesCS1A02G062800	1.0965	0	6.1785
TraesCS1A02G062900	0	0.0525	0
TraesCS1A02G063100	0	0	0
TraesCS1A02G063200	0	0.0515	0.0745
TraesCS1A02G063300	2.4165	0.496	0.0135
TraesCS1A02G063400	0	2.043	0.1085
TraesCS1A02G063500	1.712	2.716	0
TraesCS1A02G063600	0	0	5.097
TraesCS1A02G064000	5.368	7.759	10.134
TraesCS1A02G064100	11.745	5.83	13.34
TraesCS1A02G064200	0	0	0
TraesCS1A02G064300	0	0	0
TraesCS1A02G064400	0	0	0
TraesCS1A02G064500	0	0	0
TraesCS1A02G064600	0	0	0
TraesCS1A02G064800	0	0	0
TraesCS1A02G065000	2.8105	7.7795	15.3665
TraesCS1A02G065300	0.065	2.2425	2.988
TraesCS1A02G065400	2.337	0	0.022
TraesCS1A02G065600	1.0575	7.7795	15.3665
TraesCS1A02G065700	0.084	0.026	0
TraesCS1A02G065800	13.9885	5.9805	7.391
TraesCS1A02G066000	0.1885	0.111	0.2525
TraesCS1A02G066100	0	0	0
TraesCS1A02G066300	4.209	6.8965	0
TraesCS1A02G066400	0.562	2.3075	3.07
TraesCS1A02G066521	0.033	0	0.4855
TraesCS1A02G066700	0	0	0.037
TraesCS1A02G066800	0	0	0
TraesCS1A02G066900	5.133	2.998	0.0445
TraesCS1A02G067300	0	0	0
TraesCS1A02G067900	0	0	0
TraesCS1A02G068000	31.3625	37.107	28.381
TraesCS1A02G068200	1.0195	0.6145	1.303
TraesCS1A02G068300	0	0.592	0.0675
TraesCS1A02G068400	0.0675	1.2015	0.177
TraesCS1A02G068500	0	0.044	0.092
TraesCS1A02G068600	0	0	0
TraesCS1A02G068800	0	0	0
TraesCS1A02G069100	0.0125	0.124	0.413
TraesCS1A02G069200	0	0.061	0.413
TraesCS1A02G069400	16.928	13.1605	21.8885
TraesCS1A02G069500	8.3205	4.187	13.65
TraesCS1A02G069700	8.7895	0	0.103
TraesCS1A02G069800	0.011	0	0
TraesCS1A02G069900	0.4955	3.1645	0.5855
TraesCS1A02G070200	8.2395	6.145	9.9745
TraesCS1A02G070300	18.502	41.406	22.4585
TraesCS1A02G070400	0	0	0
TraesCS1A02G070500	1.0225	1.326	0
TraesCS1A02G070900	0	0	0.0065
TraesCS1A02G071200	10.2895	1.5445	7.211
TraesCS1A02G071300	4.9905	4.1925	3.2925
TraesCS1A02G071400	0.008	0	0
TraesCS1A02G071500	0.107	1.658	0.5675
TraesCS1A02G071657	0.4045	0	0.015
TraesCS1A02G071700	7.2895	4.496	5.594
TraesCS1A02G072000	5.838	1.1225	41.0985
TraesCS1A02G072100	0	0.01	0
TraesCS1A02G072200	14.1255	8.9715	8.7735
TraesCS1A02G072300	0	0.01	0
TraesCS1A02G072700	15.605	6.525	13.72
TraesCS1A02G072800	15.719	10.943	13.2865
TraesCS1A02G072986	0.275	0.286	0.3005
TraesCS1A02G073000	0	0.5635	0
TraesCS1A02G073300	0	0.036	0.0325
TraesCS1A02G073400	0.0085	4.2525	4.9045
TraesCS1A02G073500	0.015	0.0085	0.0405
TraesCS1A02G073900	0	0	0
TraesCS1A02G074200	0	0	0.4645
TraesCS1A02G074400	0	0	20.891
TraesCS1A02G074800	16.3935	14.419	15.466
TraesCS1A02G075000	43.361	14.6405	0
TraesCS1A02G075100	49.319	38.5655	0
TraesCS1A02G075600	4.5345	3.8475	4.8645
TraesCS1A02G075700	0	0.0875	3.3975
TraesCS1A02G076000	8.4215	1.1735	0
TraesCS1A02G076100	5.5215	6.569	9.8205
TraesCS1A02G076200	0.0425	0.0085	0
TraesCS1A02G076900	0.0525	7.3685	0.077
TraesCS1A02G077000	0	0	0.0545
TraesCS1A02G077200	0.065	0	16.618
TraesCS1A02G077500	13.1735	10.119	16.389
TraesCS1A02G077600	9.788	0	10.288
TraesCS1A02G077700	0	0.864	3.796
TraesCS1A02G077800	6.6355	6.119	9.473
TraesCS1A02G077900	0.0125	0	0
TraesCS1A02G078000	0	0	0
